BsM_lakeName,latBsM,longBsM,bsmWaterbodyID,ARU_lakeName,latARU_conv,longARU_conv,ARU_LID,Notes,commonID
Little Dossier,47.76202,-84.71272,16-6714-52922,Little Dossier,47.76194444,-84.71277778,16-6714-52922,NA,Little Dossier_1
Little Kesagami,49.74674,-80.27486,17-5521-55108,Little Kesagami,49.74916667,-80.27666667,17-5521-55108,NA,Little Kesagami_1
Little Meach,45.28978,-78.12084,17-7258-50190,Little Meach,45.28972222,-78.12111111,17-7258-50190,NA,Little Meach_1
Little Moraine,49.01989,-88.83585,16-3657-54310,Little Moraine,49.01944444,-88.83722222,16-3657-54310,NA,Little Moraine_1
Little Sandbar,49.45098,-91.54113,15-6059-54782,Little Sandbar,49.44916667,-91.53944444,15-6059-54782,NA,Little Sandbar_1
Little Sturge,49.21193,-88.90847,16-3608-54522,Little Sturge,49.20916667,-88.91055556,16-3608-54522,NA,Little Sturge_1
Little Turtle,48.78047,-92.68563,15-5221-54041,Little Turtle,48.79111111,-92.69916667,15-5221-54041,NA,Little Turtle_1
Little Vermilion,51.26224,-93.83115,15-4414-56807,Little Vermilion,51.27638889,-93.84,15-4414-56807,NA,Little Vermilion_1
Little Vermilion,50.00179,-92.15509,15-5581-55389,Little Vermilion,50.00111111,-92.18888889,15-5581-55389,NA,Little Vermilion_2
Little Wawa,47.84731,-83.82821,17-2884-53030,Little Wawa,47.84722222,-83.82833333,17-2884-53030,NA,Little Wawa_1
Lloyd,47.85644,-81.0022,17-5004-53007,Lloyd,47.86194444,-80.995,17-5004-53007,NA,Lloyd_1
Loch Erne,48.6134,-90.36049,15-6946-53876,Loch Erne,48.61277778,-90.36027778,15-6946-53876,NA,Loch Erne_1
Loch Lomond,48.25705,-89.32431,16-3272-53473,Loch Lomond,48.25722222,-89.32805556,16-3272-53473,NA,Loch Lomond_1
Loganberry,49.44536,-90.13101,15-7085-54809,Loganberry,49.44666667,-90.12333333,15-7085-54809,NA,Loganberry_1
Long,49.44607,-92.32731,15-5477-54774,Long,49.44972222,-92.34222222,15-5477-54774,NA,Long_1
Long,48.73714,-88.73431,16-3725-53994,Long,48.73694444,-88.73416667,16-3725-53995,NA,Long_2
Long,49.47507,-86.89059,16-5079-54800,Long,49.475,-86.89055556,16-5079-54801,NA,Long_3
Long,45.71027,-79.17508,17-6412-50632,Long,45.71,-79.18583333,17-6412-50632,NA,Long_4
Long,44.79017,-79.48171,17-6191-49604,Long,44.78944444,-79.49472222,17-6191-49605,NA,Long_5
Longbow,49.71891,-94.29528,15-4058-55081,Longbow,49.71972222,-94.30722222,15-4058-55081,NA,Longbow_1
Longlegged,50.78395,-94.17453,15-4172-56262,Longlegged,50.78388889,-94.17416667,15-4172-56262,NA,Longlegged_1
Loonhaunt,49.002,-93.50355,15-4632-54287,Loonhaunt,49.01222222,-93.50361111,15-4632-54287,NA,Loonhaunt_1
Louisa,48.1557,-91.32066,15-6250-53348,Louisa,48.15638889,-91.31916667,15-6250-53348,NA,Louisa_1
Lount,50.17089,-94.30746,15-4066-55579,Lount,50.16833333,-94.30833333,15-4066-55580,NA,Lount_1
Lovesick,44.55817,-78.23036,17-7197-49373,Lovesick,44.55722222,-78.23361111,17-7197-49373,NA,Lovesick_1
Lower Buckhorn,44.5498,-78.27953,17-7170-49371,Lower Buckhorn,44.55638889,-78.26805556,17-7170-49371,NA,Lower Buckhorn_1
Lower Manitou,49.27811,-92.94807,15-5023-54567,Lower Manitou,49.26472222,-92.96833333,15-5023-54567,NA,Lower Manitou_1
Lower Matagamasi,46.83882,-80.48435,17-5393-51873,Lower Matagamasi,46.83972222,-80.48444444,17-5393-51873,NA,Lower Matagamasi_1
Lower Minnipuka,48.8965,-83.79523,17-2953-54198,Lower Minnipuka,48.89888889,-83.79277778,17-2953-54198,NA,Lower Minnipuka_1
Lower Muldrew,47.08843,-81.61974,17-4529-52150,Lower Muldrew,47.08916667,-81.62,17-4529-52150,NA,Lower Muldrew_1
Lower Stewart,49.80052,-93.75978,15-4454-55169,Lower Stewart,49.80444444,-93.75861111,15-4454-55170,NA,Lower Stewart_1
Lowry,48.94751,-92.77819,15-5159-54211,Lowry,48.94472222,-92.7825,15-5159-54211,NA,Lowry_1
Lulu,47.40481,-80.75706,17-5184-52500,Lulu,47.40555556,-80.75638889,17-5184-52500,NA,Lulu_1
MacIntosh,48.74456,-88.69785,16-3752-54002,MacIntosh,48.74416667,-88.69722222,16-3752-54002,NA,MacIntosh_1
Maggotte,50.10119,-89.46517,16-3237-55525,Maggotte,50.10055556,-89.46527778,16-3237-55525,NA,Maggotte_1
Makami,47.73095,-81.84357,17-4372-52874,Makami,47.73861111,-81.8375,17-4372-52874,NA,Makami_1
Makobe,47.4477,-80.43034,17-5430-52549,Makobe,47.44833333,-80.42972222,17-5430-52549,NA,Makobe_1
Malachi,49.89658,-95.00767,15-3559-55281,Malachi,49.89027778,-95.00611111,15-3559-55281,NA,Malachi_1
Maloney,48.9598,-80.6298,17-5271-54228,Maloney,48.95972222,-80.63,17-5271-54228,NA,Maloney_1
Mamainse,47.03048,-84.61844,16-6811-52113,Mamainse,47.03277778,-84.61611111,16-6811-52114,NA,Mamainse_1
Mamakwash,51.66266,-92.93466,15-5036-57231,Mamakwash,51.66083333,-92.94777778,15-5036-57231,NA,Mamakwash_1
Mameigwess,49.55072,-91.82545,15-5853-54894,Mameigwess,49.55305556,-91.82111111,15-5853-54894,NA,Mameigwess_1
Manion,48.90942,-92.31834,15-5502-54176,Manion,48.91138889,-92.31555556,15-5502-54176,NA,Manion_1
Manitouwabing,45.47417,-79.90332,17-5857-50363,Manitouwabing,45.47666667,-79.90416667,17-5857-50363,NA,Manitouwabing_1
Manitowik,48.16368,-84.37354,16-6953-53376,Manitowik,48.16361111,-84.37361111,16-6953-53376,NA,Manitowik_1
Marchington,50.19345,-91.38973,15-6137-55606,Marchington,50.18833333,-91.40666667,15-6137-55606,NA,Marchington_1
Marie Louise,48.38319,-88.80144,16-3666-53602,Marie Louise,48.3825,-88.80138889,16-3666-53601,NA,Marie Louise_1
Marmion,48.89674,-91.51896,15-6065-54144,Marmion,48.875,-91.54722222,15-6065-54144,NA,Marmion_1
Marten,46.70317,-79.73057,17-5953-51723,Marten,46.69944444,-79.75333333,17-5953-51723,NA,Marten_1
Mary,45.24434,-79.25842,17-6369-50115,Mary,45.24583333,-79.25527778,17-6369-50115,NA,Mary_1
Matinenda,46.37703,-82.95394,17-3525-51387,Matinenda,46.38777778,-82.91777778,17-3525-51387,NA,Matinenda_1
Mattagami,47.82548,-81.54069,17-4580-52980,Mattagami,47.83583333,-81.56111111,17-4580-52980,NA,Mattagami_1
Mattawa,49.69831,-90.97644,15-6457-55062,Mattawa,49.69305556,-90.98,15-6457-55062,NA,Mattawa_1
Matthews,48.93675,-85.09856,16-6393-54219,Matthews,48.93666667,-85.09861111,16-6392-54219,NA,Matthews_1
McAree,48.28734,-91.92461,15-5787-53500,McAree,48.30055556,-91.93916667,15-5787-53500,NA,McAree_1
McCaulay,48.70827,-91.97711,15-5752-53953,McCaulay,48.70833333,-91.97722222,15-5752-53953,NA,McCaulay_1
McConnell,46.73979,-79.33974,17-6268-51774,McConnell,46.73972222,-79.34,17-6268-51774,NA,McConnell_1
McCrea,50.85869,-90.28963,15-6908-56374,McCrea,50.85861111,-90.28944444,15-6908-56374,NA,McCrea_1
McEwen,47.64612,-84.13189,16-7153-52806,McEwen,47.645,-84.13361111,16-7153-52806,NA,McEwen_1
McGiverin,46.30329,-82.73474,17-3678-51289,McGiverin,46.3025,-82.71666667,17-3678-51289,NA,McGiverin_1
McKay,49.6134,-86.43808,16-5406-54956,McKay,49.61333333,-86.43805556,16-5406-54956,NA,McKay_1
McKellar,45.51374,-79.93303,17-5833-50403,McKellar,45.51361111,-79.93361111,17-5833-50403,NA,McKellar_1
McKenzie,45.36459,-78.01951,17-7331-50275,McKenzie,45.36416667,-78.02305556,17-7331-50275,NA,McKenzie_1
McLean,47.19445,-79.97194,17-5778-52271,McLean,47.19472222,-79.97305556,17-5778-52271,NA,McLean_1
McLennan,47.72341,-83.39714,17-3202-52877,McLennan,47.71972222,-83.39694444,17-3202-52877,NA,McLennan_1
McMahon,46.53421,-83.8027,17-2851-51570,McMahon,46.53416667,-83.80277778,17-2851-51570,NA,McMahon_1
McNaught,47.80341,-83.21843,17-3342-52966,McNaught,47.80305556,-83.21472222,17-3342-52966,NA,McNaught_1
Meach,45.29978,-78.13084,17-7249-50200,Meach,45.29972222,-78.13111111,17-7249-50200,NA,Meach_1
Medcalf,50.92614,-90.55398,15-6720-56440,Medcalf,50.92416667,-90.55277778,15-6720-56440,NA,Medcalf_1
Megisan,47.24629,-83.52106,17-3090-52347,Megisan,47.24,-83.52333333,17-3090-52347,NA,Megisan_1
Mercer,46.16368,-80.24789,17-5565-51124,Mercer,46.16472222,-80.26861111,17-5565-51124,NA,Mercer_1
Mercutio,48.80983,-91.09871,15-6383-54085,Mercutio,48.81611111,-91.11666667,15-6383-54085,NA,Mercutio_1
Mesomikenda,47.64812,-81.87872,17-4340-52773,Mesomikenda,47.64805556,-81.87888889,17-4340-52773,NA,Mesomikenda_1
Metionga,49.72717,-90.47071,15-6824-55113,Metionga,49.72833333,-90.46944444,15-6824-55113,NA,Metionga_1
Michie,48.24121,-80.68504,17-5234-53429,Michie,48.24055556,-80.68472222,17-5234-53429,NA,Michie_1
Mickle,49.75393,-92.2553,15-5535-55111,Mickle,49.75194444,-92.25666667,15-5536-55111,NA,Mickle_1
Mijinemungshing,47.69125,-84.70487,16-6718-52845,Mijinemungshing,47.69333333,-84.71055556,16-6718-52845,NA,Mijinemungshing_1
Mile,49.68059,-92.78352,15-5159-55030,Mile,49.68138889,-92.77944444,15-5159-55030,NA,Mile_1
Miller,45.09912,-81.39375,17-4689-49939,Miller,45.09972222,-81.395,17-4689-49939,NA,Miller_1
Minchin,50.76686,-90.54351,15-6733-56270,Minchin,50.77083333,-90.54222222,15-6733-56270,NA,Minchin_1
Mindemoya,45.76145,-82.20196,17-4064-50680,Mindemoya,45.76111111,-82.20388889,17-4064-50680,NA,Mindemoya_1
Miner,48.80311,-88.62951,16-3803-54067,Miner,48.80361111,-88.62944444,16-3803-54067,NA,Miner_1
Miniss,50.82132,-90.87326,15-6523-56318,Miniss,50.82,-90.83833333,15-6523-56318,NA,Miniss_1
Ministic,46.56112,-81.56769,17-4564-51563,Ministic,46.56083333,-81.56888889,17-4564-51563,NA,Ministic_1
Mink,45.56477,-77.04829,18-3401-50475,Mink,45.56472222,-77.04861111,18-3401-50475,NA,Mink_1
Minn,48.34411,-91.89999,15-5812-53550,Minn,48.345,-91.90388889,15-5812-53550,NA,Minn_1
Minnehaha,49.52331,-92.64373,15-5257-54855,Minnehaha,49.52388889,-92.64472222,15-5257-54856,NA,Minnehaha_1
Minnitaki,49.97183,-91.95802,15-5735-55360,Minnitaki,49.97388889,-91.97527778,15-5735-55360,NA,Minnitaki_1
Mishi,48.07953,-85.35913,16-6222-53262,Mishi,48.07944444,-85.35916667,16-6222-53262,NA,Mishi_1
Missinaibi,48.35674,-83.69128,17-3006-53592,Missinaibi,48.35666667,-83.69138889,17-3006-53592,NA,Missinaibi_1
Mississagua,44.70569,-78.32072,17-7123-49536,Mississagua,44.70638889,-78.32055556,17-7123-49536,NA,Mississagua_1
Mississippi,45.06538,-76.1853,18-4082-49908,Mississippi,45.06694444,-76.16583333,18-4082-49908,NA,Mississippi_1
Mistinikon,47.96607,-80.73921,17-5196-53085,Mistinikon,47.93138889,-80.73694444,17-5197-53085,NA,Mistinikon_1
Mitchell,44.57378,-78.9503,17-6627-49374,Mitchell,44.57361111,-78.95083333,17-6627-49374,NA,Mitchell_1
Moira,44.4871,-77.45373,18-3050-49285,Moira,44.48555556,-77.45194444,18-3050-49285,NA,Moira_1
Mold,50.09953,-92.6059,15-5282-55495,Mold,50.09916667,-92.60611111,15-5282-55495,NA,Mold_1
Montreuil,49.55267,-80.79031,17-5149-54886,Montreuil,49.55138889,-80.79416667,17-5149-54886,NA,Montreuil_1
Moose,45.14983,-78.46416,17-6995-50027,Moose,45.15138889,-78.4625,17-6995-50027,NA,Moose_1
Moraine,48.98836,-88.85198,16-3644-54282,Moraine,48.99388889,-88.85305556,16-3644-54282,NA,Moraine_1
Mountain,47.23078,-79.83215,17-5885-52314,Mountain,47.2325,-79.83083333,17-5885-52315,NA,Mountain_1
Mountain,44.70923,-80.69675,17-5239-49504,Mountain,44.70861111,-80.69777778,17-5239-49504,NA,Mountain_2
Mowbray,49.92544,-82.20465,17-4135-55308,Mowbray,49.92555556,-82.20555556,17-4135-55308,NA,Mowbray_1
Mowe,48.33174,-90.74281,15-6672-53552,Mowe,48.32944444,-90.74416667,15-6672-53552,NA,Mowe_1
Mozhabong,46.95159,-82.08518,17-4175-51987,Mozhabong,46.93861111,-82.08361111,17-4175-51987,NA,Mozhabong_1
Mud,49.57403,-91.89103,15-5802-54916,Mud,49.57361111,-91.89138889,15-5802-54916,NA,Mud_1
Murphys,45.66067,-77.81168,18-2810-50600,Murphys,45.66111111,-77.81138889,18-2810-50600,NA,Murphys_1
Muskeg,49.01629,-90.04908,15-7156-54333,Muskeg,49.01722222,-90.05166667,15-7156-54334,NA,Muskeg_1
Muskoka,45.02374,-79.47732,17-6201-49898,Muskoka,45.05361111,-79.475,17-6201-49898,NA,Muskoka_1
Muskosung,46.49128,-80.04488,17-5732-51489,Muskosung,46.49138889,-80.04666667,17-5732-51489,NA,Muskosung_1
Muskrat,45.67461,-76.90849,18-3511-50603,Muskrat,45.6825,-76.91222222,18-3511-50603,NA,Muskrat_1
Musselman,44.0309,-79.2731,17-6384-48765,Musselman,44.03083333,-79.27333333,17-6384-48765,NA,Musselman_1
Myrt,48.44354,-90.7278,15-6681-53680,Myrt,48.44472222,-90.72722222,15-6681-53680,NA,Myrt_1
Nagagami,49.42202,-85.0419,16-6420-54760,Nagagami,49.42194444,-85.04194444,16-6420-54760,NA,Nagagami_1
Nagagamisis,49.47731,-84.65717,16-6697-54829,Nagagamisis,49.47722222,-84.65722222,16-6697-54829,NA,Nagagamisis_1
Nameigos,48.78398,-84.70585,16-6678-54040,Nameigos,48.76833333,-84.71583333,16-6678-54040,NA,Nameigos_1
Natogami,50.20248,-80.54211,17-5325-55608,Natogami,50.20027778,-80.54444444,17-5325-55608,NA,Natogami_1
Nelson,46.72762,-81.09533,17-4928-51746,Nelson,46.72666667,-81.09444444,17-4928-51746,NA,Nelson_1
Nelson,48.46221,-90.52889,15-6828-53703,Nelson,48.46083333,-90.52777778,15-6828-53702,NA,Nelson_2
Nelson,45.4919,-78.9583,17-6595-50395,Nelson,45.4925,-78.95888889,17-6595-50395,NA,Nelson_3
Nemegosenda,48.0062,-83.11013,17-3426-53189,Nemegosenda,48.00611111,-83.11027778,17-3426-53189,NA,Nemegosenda_1
Net,47.11604,-79.78758,17-5909-52183,Net,47.11388889,-79.80138889,17-5909-52183,NA,Net_1
Night Hawk,48.45682,-80.98027,17-5018-53686,Night Hawk,48.47277778,-80.97583333,17-5018-53686,NA,Night Hawk_1
Nine Mile,45.46238,-80.05162,17-5742-50352,Nine Mile,45.46805556,-80.05138889,17-5742-50352,NA,Nine Mile_1
Ninegee,47.37231,-83.52071,17-3097-52494,Ninegee,47.37222222,-83.52083333,17-3097-52494,NA,Ninegee_1
Ninth,47.30503,-81.85852,17-4352-52392,Ninth,47.30472222,-81.85777778,17-4352-52392,NA,Ninth_1
Nolan,48.75422,-88.71122,16-3742-54014,Nolan,48.75444444,-88.71166667,16-3742-54013,NA,Nolan_1
Nonwatinose,49.22744,-88.63778,16-3807-54539,Nonwatinose,49.22777778,-88.63888889,16-3807-54538,NA,Nonwatinose_1
Nora,49.19934,-91.85993,15-5842-54507,Nora,49.205,-91.84416667,15-5842-54507,NA,Nora_1
North,48.12228,-90.52495,15-6844-53328,North,48.12388889,-90.5225,15-6844-53328,NA,North_1
North,45.72134,-79.19754,17-6403-50645,North,45.72138889,-79.19694444,17-6403-50645,NA,North_2
North McCrea,48.39452,-85.48552,16-6121-53610,North McCrea,48.39444444,-85.48555556,16-6121-53610,NA,North McCrea_1
North Spirit,52.5156,-92.91514,15-5061-58179,North Spirit,52.51277778,-92.91027778,15-5061-58179,NA,North Spirit_1
Northern Light,48.24446,-90.6759,15-6723-53466,Northern Light,48.25111111,-90.67916667,15-6723-53466,NA,Northern Light_1
Norway,45.33922,-76.71995,18-3652-50219,Norway,45.33916667,-76.72027778,18-3652-50219,NA,Norway_1
Nosbonsing,46.20715,-79.21294,17-6382-51179,Nosbonsing,46.2025,-79.20888889,17-6382-51179,NA,Nosbonsing_1
Nungesser,51.47248,-93.53952,15-4613-57020,Nungesser,51.47,-93.55777778,15-4612-57020,NA,Nungesser_1
Nursey,47.89868,-81.40566,17-4697-53049,Nursey,47.89861111,-81.40583333,17-4697-53049,NA,Nursey_1
Nym,48.68333,-91.42721,15-6136-53934,Nym,48.68555556,-91.45638889,15-6136-53934,NA,Nym_1
Oak,50.43811,-93.78729,15-4450-55883,Oak,50.44583333,-93.77472222,15-4450-55883,NA,Oak_1
Oak,44.59882,-77.9126,18-2687-49421,Oak,44.59666667,-77.91444444,18-2687-49421,NA,Oak_2
Oba,48.64543,-84.28872,16-6991-53906,Oba,48.63833333,-84.29694444,16-6991-53906,NA,Oba_1
Obabika,47.04318,-80.26229,17-5566-52101,Obabika,47.04361111,-80.25472222,17-5566-52101,NA,Obabika_1
Obonga,49.97411,-89.3113,16-3346-55390,Obonga,49.98277778,-89.30722222,16-3346-55390,NA,Obonga_1
Off,48.90206,-93.83011,15-4396-54165,Off,48.90055556,-93.82472222,15-4396-54165,NA,Off_1
Oke,48.9373,-81.87845,17-4357-54206,Oke,48.93722222,-81.87861111,17-4357-54206,NA,Oke_1
Okiniada,47.46489,-80.76159,17-5179-52567,Okiniada,47.46527778,-80.76222222,17-5179-52567,NA,Okiniada_1
Old Man,50.03672,-94.22218,15-4124-55428,Old Man,50.03277778,-94.2225,15-4124-55428,NA,Old Man_1
Old Woman,47.62155,-84.72187,16-6710-52766,Old Woman,47.6225,-84.72444444,16-6710-52766,NA,Old Woman_1
Oliver,48.26566,-89.58774,16-3081-53489,Oliver,48.26583333,-89.58611111,16-3081-53489,NA,Oliver_1
Olsen,49.65495,-92.62777,15-5268-54999,Olsen,49.65277778,-92.62833333,15-5268-54999,NA,Olsen_1
Onaman,50.00783,-87.44852,16-4688-55390,Onaman,50.00472222,-87.43583333,16-4688-55390,NA,Onaman_1
Onnie,50.93757,-94.26786,15-4109-56434,Onnie,50.9375,-94.2675,15-4109-56434,NA,Onnie_1
Opasatika,49.06794,-83.13713,17-3441-54377,Opasatika,49.07416667,-83.13444444,17-3441-54377,NA,Opasatika_1
Oshawong,47.19487,-81.36096,17-4728-52266,Oshawong,47.19444444,-81.35944444,17-4728-52266,NA,Oshawong_1
Oskawe,49.34929,-88.37581,16-4000-54670,Oskawe,49.34972222,-88.37722222,16-4000-54670,NA,Oskawe_1
Otatakan,50.85048,-91.85134,15-5808-56326,Otatakan,50.84138889,-91.85305556,15-5808-56326,NA,Otatakan_1
Other Man,48.19347,-91.14873,15-6375-53394,Other Man,48.195,-91.15027778,15-6375-53394,NA,Other Man_1
Otukamamoan,48.96084,-92.89431,15-5100-54230,Otukamamoan,48.96166667,-92.86333333,15-5100-54230,NA,Otukamamoan_1
Oxtongue,45.36592,-78.91921,17-6628-50250,Oxtongue,45.36194444,-78.92138889,17-6628-50250,NA,Oxtongue_1
Paguchi,49.56217,-91.52956,15-6056-54920,Paguchi,49.57333333,-91.53972222,15-6056-54920,NA,Paguchi_1
Pakashkan,49.39128,-90.27892,15-6981-54703,Pakashkan,49.35555556,-90.27166667,15-6981-54703,NA,Pakashkan_1
Pakwash,50.74727,-93.50609,15-4660-56220,Pakwash,50.75055556,-93.48138889,15-4660-56220,NA,Pakwash_1
Palmerston,45.01754,-76.84758,18-3549-49862,Palmerston,45.01611111,-76.84194444,18-3549-49862,NA,Palmerston_1
Parks,49.45125,-87.64326,16-4548-54782,Parks,49.45638889,-87.62305556,16-4548-54782,NA,Parks_1
Pashkokogan,50.98287,-90.30102,15-6895-56512,Pashkokogan,50.98277778,-90.30083333,15-6895-56512,NA,Pashkokogan_1
Paudash,44.96256,-78.04905,17-7323-49829,Paudash,44.96361111,-78.055,17-7323-49829,NA,Paudash_1
Pearce,49.65181,-82.35069,17-4025-55006,Pearce,49.65166667,-82.35055556,17-4025-55006,NA,Pearce_1
Pearceley,45.70041,-79.50356,17-6165-50616,Pearceley,45.7,-79.50416667,17-6165-50616,NA,Pearceley_1
Pebonishewi,47.7183,-82.04392,17-4217-52855,Pebonishewi,47.72027778,-82.04444444,17-4217-52855,NA,Pebonishewi_1
Peeagwon,52.39063,-88.83429,16-3751-58057,Peeagwon,52.38944444,-88.83472222,16-3752-58057,NA,Peeagwon_1
Pelican,50.1115,-91.96123,15-5737-55520,Pelican,50.11777778,-91.96861111,15-5737-55520,NA,Pelican_1
Penassi,49.95125,-91.19549,15-6300-55346,Penassi,49.95138889,-91.18777778,15-6300-55346,NA,Penassi_1
Penelope,46.83672,-83.50296,17-3091-51898,Penelope,46.83666667,-83.50305556,17-3091-51898,NA,Penelope_1
Peninsula,45.34289,-79.09921,17-6488-50221,Peninsula,45.33861111,-79.10083333,17-6488-50221,NA,Peninsula_1
Perch,48.74848,-91.83244,15-5849-53998,Perch,48.74694444,-91.84472222,15-5849-53998,NA,Perch_1
Percy,45.20788,-78.36041,17-7080-50094,Percy,45.20916667,-78.35166667,17-7080-50094,NA,Percy_1
Perrault,50.29084,-93.13068,15-4900-55708,Perrault,50.29111111,-93.14055556,15-4900-55708,NA,Perrault_1
Pettit,48.94535,-92.26647,15-5537-54222,Pettit,48.95194444,-92.26722222,15-5537-54222,NA,Pettit_1
Peyton,45.77203,-79.15232,17-6436-50702,Peyton,45.7725,-79.15333333,17-6436-50702,NA,Peyton_1
Pickerel,48.8523,-81.04454,17-4967-54108,Pickerel,48.85222222,-81.04472222,17-4967-54108,NA,Pickerel_1
Pickerel,48.63384,-91.37177,15-6146-53867,Pickerel,48.62472222,-91.44444444,15-6146-53867,NA,Pickerel_2
Pickerel,49.79767,-94.8772,15-3654-55172,Pickerel,49.79444444,-94.87083333,15-3654-55172,NA,Pickerel_3
Pickerel,45.68198,-79.3074,17-6320-50600,Pickerel,45.68305556,-79.305,17-6320-50600,NA,Pickerel_4
Pierre,49.50777,-80.71202,17-5206-54832,Pierre,49.50277778,-80.71527778,17-5206-54832,NA,Pierre_1
Pigeon,44.47155,-78.49495,17-6992-49270,Pigeon,44.47083333,-78.495,17-6992-49270,NA,Pigeon_1
Pikangikum,51.80217,-93.99622,15-4304-57399,Pikangikum,51.8075,-94.00888889,15-4304-57399,NA,Pikangikum_1
Pipestone,49.09952,-93.54379,15-4595-54375,Pipestone,49.09111111,-93.55416667,15-4595-54375,NA,Pipestone_1
Placid,49.02703,-84.83384,16-6583-54325,Placid,49.02694444,-84.83388889,16-6584-54325,NA,Placid_1
Pogamasing,46.96784,-81.83568,17-4364-52017,Pogamasing,46.96777778,-81.83583333,17-4364-52017,NA,Pogamasing_1
Poorhouse,45.36477,-78.7556,17-6758-50257,Poorhouse,45.365,-78.75555556,17-6758-50257,NA,Poorhouse_1
Popeye,46.44422,-82.54487,17-3813-51443,Popeye,46.44416667,-82.545,17-3813-51443,NA,Popeye_1
Populus,49.50585,-93.59764,15-4557-54838,Populus,49.50694444,-93.6125,15-4557-54838,NA,Populus_1
Porcus,49.72464,-93.84386,15-4390-55083,Porcus,49.72583333,-93.84611111,15-4390-55083,NA,Porcus_1
Potspoon,44.60304,-76.58312,18-3743-49398,Potspoon,44.6025,-76.58388889,18-3743-49398,NA,Potspoon_1
Prairie Bee,47.9122,-83.90502,17-2830-53096,Prairie Bee,47.90472222,-83.90333333,17-2830-53096,NA,Prairie Bee_1
Press,49.79986,-91.50461,15-6090-55164,Press,49.79222222,-91.485,15-6090-55164,NA,Press_1
Priam,49.34673,-93.35655,15-4745-54662,Priam,49.35027778,-93.35111111,15-4745-54663,NA,Priam_1
Pringle,49.05233,-88.76841,16-3708-54345,Pringle,49.05194444,-88.76777778,16-3708-54345,NA,Pringle_1
Prune,47.18868,-81.12899,17-4902-52259,Prune,47.18861111,-81.12916667,17-4902-52259,NA,Prune_1
Purdom,49.15261,-88.4217,16-3964-54451,Purdom,49.15194444,-88.42083333,16-3964-54451,NA,Purdom_1
Queminico,47.16395,-84.61718,16-6806-52259,Queminico,47.16388889,-84.61722222,16-6806-52259,NA,Queminico_1
Question Mark,48.71159,-88.78007,16-3690-53967,Question Mark,48.71166667,-88.78083333,16-3690-53967,NA,Question Mark_1
Quinn,47.16053,-83.89663,17-2800-52265,Quinn,47.15694444,-83.90194444,17-2800-52265,NA,Quinn_1
Rabbit,46.9898,-79.6473,17-6031-52053,Rabbit,46.99527778,-79.64416667,17-6031-52053,NA,Rabbit_1
Radisson,48.21258,-80.75526,17-5180-53389,Radisson,48.20527778,-80.75777778,17-5180-53389,NA,Radisson_1
Ranger,46.90502,-83.56707,17-3053-51969,Ranger,46.89944444,-83.55666667,17-3053-51970,NA,Ranger_1
Ranger,51.06628,-93.57263,15-4596-56570,Ranger,51.065,-93.57583333,15-4596-56570,NA,Ranger_2
Rapid,45.51247,-78.21316,17-7175-50433,Rapid,45.51111111,-78.215,17-7176-50433,NA,Rapid_1
Rattrays,45.61116,-77.31996,18-3191-50532,Rattrays,45.61111111,-77.32027778,18-3191-50532,NA,Rattrays_1
Raven,48.05196,-79.55023,17-6079-53230,Raven,48.05305556,-79.55194444,17-6079-53230,NA,Raven_1
Rawhide,46.65506,-82.61487,17-3764-51679,Rawhide,46.655,-82.615,17-3764-51679,NA,Rawhide_1
Rawson,46.92006,-80.56675,17-5330-51961,Rawson,46.92,-80.56694444,17-5330-51961,NA,Rawson_1
Red,51.06421,-93.95704,15-4335-56548,Red,51.04277778,-93.94833333,15-4335-56548,NA,Red_1
Red Cedar,46.71781,-79.94034,17-5812-51735,Red Cedar,46.7125,-79.93722222,17-5812-51736,NA,Red Cedar_1
Red Pine,45.20439,-78.70184,17-6806-50080,Red Pine,45.20416667,-78.7,17-6806-50080,NA,Red Pine_1
