BsM_lakeName,latBsM,longBsM,bsmWaterbodyID,ARU_lakeName,latARU_conv,longARU_conv,ARU_LID,Notes,commonID
Red Squirrel,47.16035,-80.02394,17-5740-52232,Red Squirrel,47.16027778,-80.02416667,17-5740-52232,NA,Red Squirrel_1
Redfox,48.4187,-90.88119,15-6569-53648,Redfox,48.41833333,-90.88,15-6569-53648,NA,Redfox_1
Redhead,50.25964,-89.95835,16-2890-55711,Redhead,50.25666667,-89.96055556,16-2890-55711,NA,Redhead_1
Redstone,45.18369,-78.53568,17-6934-50060,Redstone,45.18305556,-78.53805556,17-6934-50060,NA,Redstone_1
Remi,49.42346,-82.17586,17-4164-54756,Remi,49.42944444,-82.15305556,17-4164-54756,NA,Remi_1
Restoule,46.05187,-79.78066,17-5950-51006,Restoule,46.05388889,-79.77194444,17-5950-51006,NA,Restoule_1
Return,48.98952,-81.77873,17-4430-54264,Return,48.98944444,-81.77888889,17-4430-54264,NA,Return_1
Rib,47.21484,-79.71615,17-5972-52300,Rib,47.21805556,-79.71694444,17-5971-52300,NA,Rib_1
Rice,47.70129,-82.1231,17-4148-52820,Rice,47.68777778,-82.13472222,17-4148-52820,NA,Rice_1
Rice,44.17348,-78.18609,17-7257-48946,Rice,44.17194444,-78.17638889,17-7257-48946,NA,Rice_2
Ricestalk,49.09563,-90.15218,15-7080-54418,Ricestalk,49.09555556,-90.15055556,15-7080-54418,NA,Ricestalk_1
Richardson,50.16956,-92.06356,15-5670-55575,Richardson,50.16805556,-92.06194444,15-5670-55575,NA,Richardson_1
Rinker,49.18251,-89.43716,16-3223-54503,Rinker,49.18194444,-89.43777778,16-3224-54503,NA,Rinker_1
Rock,46.43338,-83.77218,17-2870-51459,Rock,46.43472222,-83.7725,17-2870-51459,NA,Rock_1
Rodd,47.17311,-80.63868,17-5274-52242,Rodd,47.17305556,-80.63833333,17-5274-52242,NA,Rodd_1
Rollo,47.88286,-82.64873,17-3767-53044,Rollo,47.88277778,-82.64888889,17-3767-53044,NA,Rollo_1
Rose,47.0495,-82.40792,17-3930-52114,Rose,47.04944444,-82.40805556,17-3931-52114,NA,Rose_1
Ross,48.36006,-90.93755,15-6528-53582,Ross,48.36027778,-90.93666667,15-6528-53582,NA,Ross_1
Rosseau,45.1741,-79.59755,17-6112-50030,Rosseau,45.17388889,-79.585,17-6112-50030,NA,Rosseau_1
Rossmere,46.33895,-82.77877,17-3631-51330,Rossmere,46.33888889,-82.77888889,17-3631-51330,NA,Rossmere_1
Round,48.01448,-80.0419,17-5717-53183,Round,48.01611111,-80.03805556,17-5717-53183,NA,Round_1
Round,45.64074,-77.52889,18-3030-50572,Round,45.6425,-77.52777778,18-3030-50572,NA,Round_2
Round,45.46467,-79.40602,17-6247-50356,Round,45.46472222,-79.40527778,17-6247-50356,NA,Round_3
Round,44.49475,-77.87492,18-2714-49305,Round,44.49388889,-77.87527778,18-2714-49305,NA,Round_4
Rowan,49.31937,-93.55764,15-4593-54629,Rowan,49.31972222,-93.56,15-4593-54629,NA,Rowan_1
Rude,49.87008,-90.31323,15-6931-55274,Rude,49.87,-90.31305556,15-6931-55274,NA,Rude_1
Rudge,48.69703,-90.73502,15-6659-53963,Rudge,48.69972222,-90.74472222,15-6659-53963,NA,Rudge_1
Rugby,49.95675,-92.95825,15-5026-55337,Rugby,49.95777778,-92.96333333,15-5026-55337,NA,Rugby_1
Rush,47.79333,-82.19307,17-4104-52936,Rush,47.79166667,-82.19611111,17-4104-52936,NA,Rush_1
Rushbrook,46.73787,-81.91669,17-4302-51759,Rushbrook,46.73472222,-81.91305556,17-4302-51759,NA,Rushbrook_1
Rutter,49.07359,-92.20036,15-5581-54358,Rutter,49.07472222,-92.20416667,15-5581-54358,NA,Rutter_1
S,46.67256,-81.87708,17-4329-51689,S,46.6725,-81.87722222,17-4329-51689,NA,S_1
Saddle,46.95281,-83.78813,17-2880-52035,Saddle,46.95305556,-83.78583333,17-2880-52035,NA,Saddle_1
Saganash,49.05064,-82.58198,17-3846-54330,Saganash,49.04111111,-82.57944444,17-3846-54330,NA,Saganash_1
Salmon Trout,45.19005,-77.81305,18-2790-50077,Salmon Trout,45.19,-77.81333333,18-2790-50077,NA,Salmon Trout_1
Sanctuary,48.75436,-90.26735,15-7008-54035,Sanctuary,48.75416667,-90.26777778,15-7008-54035,NA,Sanctuary_1
Sand,47.72534,-84.52605,16-6855-52885,Sand,47.72527778,-84.52611111,16-6855-52885,NA,Sand_1
Sand,44.56822,-76.26322,18-3998-49356,Sand,44.56833333,-76.26166667,18-3998-49356,NA,Sand_2
Sandbeach,48.95915,-92.20128,15-5586-54227,Sandbeach,48.95611111,-92.19888889,15-5586-54227,NA,Sandbeach_1
Sandford,49.10844,-91.68457,15-5955-54404,Sandford,49.11083333,-91.69166667,15-5955-54404,NA,Sandford_1
Sandison,50.11625,-89.6922,16-3076-55545,Sandison,50.11333333,-89.69111111,16-3076-55545,NA,Sandison_1
Sandstone,48.23175,-90.24029,15-7053-53459,Sandstone,48.23527778,-90.23555556,15-7053-53459,NA,Sandstone_1
Sandy,44.54516,-78.40526,17-7061-49353,Sandy,44.54388889,-78.40527778,17-7061-49353,NA,Sandy_1
Sandy,44.67764,-77.88973,18-2710-49509,Sandy,44.67722222,-77.88944444,18-2710-49510,NA,Sandy_2
Sassenach,50.45836,-90.23117,15-6959-55928,Sassenach,50.45638889,-90.24055556,15-6959-55928,NA,Sassenach_1
Savant,50.4823,-90.42741,15-6825-55952,Savant,50.48222222,-90.42722222,15-6825-55952,NA,Savant_1
Savoy,49.27585,-91.01053,15-6448-54598,Savoy,49.27611111,-91.00972222,15-6448-54598,NA,Savoy_1
Scattergood,49.29686,-92.71694,15-5206-54600,Scattergood,49.29416667,-92.71611111,15-5206-54600,NA,Scattergood_1
Schistose,49.15469,-93.60163,15-4562-54445,Schistose,49.15416667,-93.60083333,15-4562-54445,NA,Schistose_1
Scotch,49.15786,-91.17121,15-6345-54482,Scotch,49.17388889,-91.15444444,15-6345-54482,NA,Scotch_1
Scotia,47.07183,-81.37676,17-4713-52126,Scotia,47.06861111,-81.37833333,17-4713-52126,NA,Scotia_1
Scruffy,49.84777,-90.35099,15-6908-55246,Scruffy,49.84527778,-90.34611111,15-6908-55246,NA,Scruffy_1
Scugog,44.18343,-78.85724,17-6715-48930,Scugog,44.17194444,-78.85472222,17-6715-48930,NA,Scugog_1
Secret,49.07877,-92.14008,15-5627-54364,Secret,49.07888889,-92.14111111,15-5627-54364,NA,Secret_1
Selwyn,49.45958,-90.89168,15-6531-54804,Selwyn,49.45861111,-90.88777778,15-6531-54804,NA,Selwyn_1
Semple,48.00111,-81.29998,17-4776-53163,Semple,48.00138889,-81.30055556,17-4776-53163,NA,Semple_1
Seseganaga,50.06571,-90.35308,15-6890-55500,Seseganaga,50.07444444,-90.35861111,15-6890-55500,NA,Seseganaga_1
Shabu,51.31424,-92.93967,15-5045-56849,Shabu,51.31722222,-92.93472222,15-5046-56849,NA,Shabu_1
Shabuskwia,51.25607,-88.99587,16-3601-56788,Shabuskwia,51.24527778,-89.00472222,16-3601-56788,NA,Shabuskwia_1
Shacabac,49.96674,-85.92055,16-5774-55353,Shacabac,49.96666667,-85.92055556,16-5774-55353,NA,Shacabac_1
Shadow,44.71937,-78.79364,17-6749-49534,Shadow,44.71472222,-78.79166667,17-6749-49534,NA,Shadow_1
Shamattawa,54.18624,-85.68382,16-5856-60025,Shamattawa,54.165,-85.68916667,16-5856-60025,NA,Shamattawa_1
Sharbot,44.76738,-76.69336,18-3668-49582,Sharbot,44.76361111,-76.65555556,18-3690-49578,NA,Sharbot_1
Shawenegog,44.91015,-77.05502,18-3380-49750,Shawenegog,44.91222222,-77.0525,18-3380-49750,NA,Shawenegog_1
Shebandowans,48.64559,-90.26705,15-7026-53901,Shebandowans,48.645,-90.30138889,15-6988-53913,NA,Shebandowans_1
Shebandowans,48.64304,-90.30157,15-6988-53913,Shebandowans,48.645,-90.30138889,15-6988-53913,NA,Shebandowans_2
Sheffield Long,44.59529,-77.00966,18-3404-49395,Sheffield Long,44.59305556,-77.01083333,18-3404-49395,NA,Sheffield Long_1
Shekak,49.09008,-85.08496,16-6398-54390,Shekak,49.09,-85.085,16-6398-54390,NA,Shekak_1
Shelden,46.58666,-83.59021,17-3014-51622,Shelden,46.58611111,-83.59166667,17-3014-51622,NA,Shelden_1
Shikwamkwa,48.09424,-84.14241,16-7128-53305,Shikwamkwa,48.09416667,-84.1425,16-7128-53305,NA,Shikwamkwa_1
Shillington,47.76767,-80.64678,17-5265-52901,Shillington,47.76555556,-80.64583333,17-5265-52901,NA,Shillington_1
Shrub,49.97099,-93.89782,15-4351-55357,Shrub,49.9725,-93.905,15-4351-55358,NA,Shrub_1
Silcox,51.75362,-93.37461,15-4741-57335,Silcox,51.75388889,-93.37555556,15-4741-57335,NA,Silcox_1
Sill,46.77338,-84.24994,16-7100-51834,Sill,46.77333333,-84.25,16-7099-51834,NA,Sill_1
Silver,45.87756,-82.89127,17-3532-50820,Silver,45.8775,-82.89138889,17-3532-50820,NA,Silver_1
Silver,50.41174,-90.35324,15-6881-55875,Silver,50.41166667,-90.35305556,15-6881-55875,NA,Silver_2
Silver,49.87618,-94.17702,15-4153-55253,Silver,49.87638889,-94.17833333,15-4153-55253,NA,Silver_3
Silver,48.63108,-88.71542,16-3737-53877,Silver,48.63138889,-88.71444444,16-3737-53877,NA,Silver_4
Silver,44.08538,-81.41929,17-4665-48812,Silver,44.08555556,-81.41833333,17-4665-48812,NA,Silver_5
Silver,44.68489,-78.79907,17-6744-49500,Silver,44.68416667,-78.79944444,17-6744-49500,NA,Silver_6
Singapore,50.16413,-91.26503,15-6244-55581,Singapore,50.16361111,-91.25833333,15-6244-55580,NA,Singapore_1
Sisseney,47.86371,-80.66658,17-5247-53013,Sisseney,47.86638889,-80.67,17-5247-53013,NA,Sisseney_1
Skeleton,45.25123,-79.45331,17-6216-50117,Skeleton,45.25055556,-79.45055556,17-6216-50117,NA,Skeleton_1
Skootamatta,44.8375,-77.24743,18-3220-49677,Skootamatta,44.8425,-77.25222222,18-3220-49677,NA,Skootamatta_1
Smith,47.37764,-80.75967,17-5182-52469,Smith,47.37722222,-80.75861111,17-5182-52469,NA,Smith_1
Smoky,45.85335,-80.2396,17-5585-50777,Smoky,45.85222222,-80.24666667,17-5585-50777,NA,Smoky_1
Smoothwater,47.39379,-80.6852,17-5243-52488,Smoothwater,47.39416667,-80.6775,17-5243-52488,NA,Smoothwater_1
Smye,50.3698,-90.34435,15-6889-55829,Smye,50.36972222,-90.34416667,15-6889-55829,NA,Smye_1
Snare,49.40549,-80.10818,17-5646-54725,Snare,49.40361111,-80.10916667,17-5646-54725,NA,Snare_1
Snook,50.1919,-94.70272,15-3795-55615,Snook,50.19527778,-94.68861111,15-3795-55615,NA,Snook_1
Snowshoe,50.07008,-88.89478,16-3646-55478,Snowshoe,50.06916667,-88.89194444,16-3646-55478,NA,Snowshoe_1
South,44.43422,-76.22132,18-4028-49206,South,44.43416667,-76.22166667,18-4028-49206,NA,South_1
South Branch,47.06961,-83.67101,17-2976-52164,South Branch,47.07194444,-83.66583333,17-2976-52164,NA,South Branch_1
South Branch,45.6684,-79.05924,17-6512-50588,South Branch,45.66833333,-79.05944444,17-6512-50588,NA,South Branch_2
South Greenhill,48.45508,-83.88685,17-2866-53707,South Greenhill,48.455,-83.88694444,17-2866-53707,NA,South Greenhill_1
South Scot,49.93666,-95.05632,15-3523-55336,South Scot,49.93833333,-95.05777778,15-3523-55336,NA,South Scot_1
South Wapageisi,49.26695,-92.38208,15-5449-54565,South Wapageisi,49.26166667,-92.38333333,15-5449-54565,NA,South Wapageisi_1
Southbear,47.5213,-80.55067,17-5338-52629,Southbear,47.52027778,-80.55111111,17-5338-52629,NA,Southbear_1
Sowden,49.54735,-91.20672,15-6304-54898,Sowden,49.54916667,-91.19722222,15-6304-54899,NA,Sowden_1
Sparkling,49.81424,-90.17712,15-7031-55216,Sparkling,49.81416667,-90.17694444,15-7031-55216,NA,Sparkling_1
Sparrow,44.81851,-79.39612,17-6275-49634,Sparrow,44.81416667,-79.38805556,17-6275-49634,NA,Sparrow_1
Spinweb,46.67548,-82.38285,17-3943-51700,Spinweb,46.67694444,-82.38138889,17-3943-51700,NA,Spinweb_1
Spring,45.81025,-79.68167,17-6023-50734,Spring,45.80861111,-79.68277778,17-6024-50734,NA,Spring_1
Springwater,50.05944,-86.96565,16-5024-55448,Springwater,50.05722222,-86.96611111,16-5024-55448,NA,Springwater_1
Spruce,54.33456,-85.01359,16-6292-60223,Spruce,54.33444444,-85.01361111,16-6292-60223,NA,Spruce_1
Squeers,48.51628,-90.55746,15-6804-53764,Squeers,48.51666667,-90.55666667,15-6804-53764,NA,Squeers_1
St. Anthony,47.96541,-79.71119,17-5962-53128,St. Anthony,47.96305556,-79.71083333,17-5962-53128,NA,St. Anthony_1
St. John,44.68701,-79.32512,17-6328-49494,St. John,44.68722222,-79.32472222,17-6328-49494,NA,St. John_1
Stanzhikimi,50.24067,-91.3921,15-6146-55661,Stanzhikimi,50.23833333,-91.39277778,15-6146-55661,NA,Stanzhikimi_1
Stetham,47.83174,-81.58983,17-4558-52975,Stetham,47.83166667,-81.59,17-4559-52975,NA,Stetham_1
Stetham,48.67442,-90.68295,15-6708-53937,Stetham,48.67472222,-90.67944444,15-6708-53937,NA,Stetham_2
Stewart,45.14283,-79.76496,17-5971-49992,Stewart,45.14194444,-79.76444444,17-5971-49993,NA,Stewart_1
Stony,44.55642,-78.11352,17-7310-49388,Stony,44.56722222,-78.09111111,17-7310-49388,NA,Stony_1
Stormy,46.07978,-79.77476,17-5947-51034,Stormy,46.07972222,-79.775,17-5947-51034,NA,Stormy_1
Stratton,46.2045,-81.67262,17-4481-51168,Stratton,46.205,-81.67333333,17-4481-51168,NA,Stratton_1
Strickland,48.74758,-84.96384,16-6497-54012,Strickland,48.7475,-84.96388889,16-6497-54012,NA,Strickland_1
Stringer,50.18024,-80.87746,17-5088-55586,Stringer,50.18111111,-80.87694444,17-5088-55586,NA,Stringer_1
Sturgeon,44.47421,-78.68865,17-6820-49260,Sturgeon,44.46611111,-78.71166667,17-6820-49260,NA,Sturgeon_1
Sunbeam,48.19223,-90.4631,15-6885-53406,Sunbeam,48.19222222,-90.46361111,15-6885-53406,NA,Sunbeam_1
Sunbow,48.22431,-90.52344,15-6843-53443,Sunbow,48.22722222,-90.51777778,15-6844-53443,NA,Sunbow_1
Sunset,48.20291,-89.93727,16-2818-53430,Sunset,48.20444444,-89.93666667,16-2818-53430,NA,Sunset_1
Sup,50.30519,-93.55796,15-4602-55724,Sup,50.30388889,-93.55833333,15-4602-55724,NA,Sup_1
Sydenham,44.43074,-76.55674,18-3760-49200,Sydenham,44.42472222,-76.55722222,18-3760-49200,NA,Sydenham_1
Tadpole,49.47038,-93.29066,15-4785-54790,Tadpole,49.465,-93.29722222,15-4785-54790,NA,Tadpole_1
Tallan,44.84589,-78.0525,17-7329-49698,Tallan,44.84583333,-78.05277778,17-7329-49698,NA,Tallan_1
Tea,44.87588,-79.64948,17-6065-49697,Tea,44.87472222,-79.65166667,17-6065-49697,NA,Tea_1
Teasdale,46.4795,-82.49876,17-3849-51482,Teasdale,46.47944444,-82.49888889,17-3849-51482,NA,Teasdale_1
Tee,46.15836,-77.67588,18-2932-51151,Tee,46.15972222,-77.67805556,18-2932-51151,NA,Tee_1
Temagami,46.98896,-80.07046,17-5700-52061,Temagami,47.00638889,-80.07944444,17-5700-52061,NA,Temagami_1
Thaddeus,50.17463,-92.89251,15-5085-55575,Thaddeus,50.17138889,-92.88111111,15-5085-55575,NA,Thaddeus_1
Thieving Bear,47.17876,-79.82724,17-5889-52256,Thieving Bear,47.17944444,-79.82611111,17-5890-52256,NA,Thieving Bear_1
Thirteen Island,44.54076,-76.62158,18-3714-49331,Thirteen Island,44.54138889,-76.61916667,18-3714-49331,NA,Thirteen Island_1
This Man,48.16447,-91.2036,15-6332-53357,This Man,48.1625,-91.20861111,15-6332-53357,NA,This Man_1
Thompson,48.38777,-92.27777,15-5527-53591,Thompson,48.385,-92.28777778,15-5527-53591,NA,Thompson_1
Three Ducks,47.54316,-81.90604,17-4323-52646,Three Ducks,47.54694444,-81.90527778,17-4319-52661,NA,Three Ducks_1
Thunder,49.77882,-92.66332,15-5241-55137,Thunder,49.77722222,-92.66555556,15-5241-55137,NA,Thunder_1
Tide,50.33775,-93.98355,15-4305-55763,Tide,50.33638889,-93.97722222,15-4305-55763,NA,Tide_1
Tilly,48.62935,-90.9475,15-6508-53878,Tilly,48.62722222,-90.95305556,15-6508-53878,NA,Tilly_1
Tinto,48.54084,-90.25014,15-7029-53799,Tinto,48.54111111,-90.25083333,15-7029-53799,NA,Tinto_1
Titmarsh,48.35538,-90.52995,15-6832-53585,Titmarsh,48.35472222,-90.5275,15-6832-53585,NA,Titmarsh_1
Tocheri,49.05147,-85.15469,16-6348-54346,Tocheri,49.05138889,-85.15472222,16-6348-54346,NA,Tocheri_1
Tom,50.03637,-94.06278,15-4238-55430,Tom,50.03638889,-94.06416667,15-4238-55430,NA,Tom_1
Tomiko,46.53029,-79.82432,17-5904-51531,Tomiko,46.52777778,-79.82138889,17-5904-51531,NA,Tomiko_1
Totogan,52.06298,-89.1905,16-3492-57692,Totogan,52.055,-89.19888889,16-3492-57692,NA,Totogan_1
Trap,49.66182,-92.78292,15-5153-55007,Trap,49.66027778,-92.78833333,15-5153-55007,NA,Trap_1
Trout,46.3193,-79.33669,17-6290-51301,Trout,46.31444444,-79.32444444,17-6290-51301,NA,Trout_1
Trout,51.19868,-93.30949,15-4784-56717,Trout,51.19861111,-93.30916667,15-4784-56717,NA,Trout_2
Turtle,46.27189,-82.66444,17-3716-51254,Turtle,46.27166667,-82.66694444,17-3715-51254,NA,Turtle_1
Turtle,48.95315,-91.94003,15-5770-54220,Turtle,48.94805556,-91.94805556,15-5770-54220,NA,Turtle_2
Tutu,52.07642,-92.46707,15-5365-57696,Tutu,52.0775,-92.46777778,15-5365-57696,NA,Tutu_1
Twelve Mile,45.02509,-78.7047,17-6807-49881,Twelve Mile,45.02527778,-78.70611111,17-6807-49881,NA,Twelve Mile_1
Twinhouse,48.3689,-90.85668,15-6587-53594,Twinhouse,48.36944444,-90.85666667,15-6587-53594,NA,Twinhouse_1
Two Island,50.92636,-93.58091,15-4591-56414,Two Island,50.925,-93.58138889,15-4591-56414,NA,Two Island_1
Uchi,51.05258,-92.58668,15-5290-56555,Uchi,51.0525,-92.58638889,15-5290-56555,NA,Uchi_1
Upper Manitou,49.40161,-92.77724,15-5149-54725,Upper Manitou,49.40694444,-92.79527778,15-5149-54725,NA,Upper Manitou_1
Upper Pancake,47.10561,-84.61995,16-6806-52194,Upper Pancake,47.10555556,-84.62,16-6806-52194,NA,Upper Pancake_1
Upper Rideau,44.68101,-76.33973,18-3941-49484,Upper Rideau,44.68277778,-76.33666667,18-3941-49484,NA,Upper Rideau_1
Upper Slate,50.99063,-92.52834,15-5331-56487,Upper Slate,50.99055556,-92.52805556,15-5331-56487,NA,Upper Slate_1
Vermilion,46.51845,-81.4009,17-4700-51520,Vermilion,46.52277778,-81.39111111,17-4700-51520,NA,Vermilion_1
Verona,44.48517,-76.68599,18-3660-49270,Verona,44.48555556,-76.68555556,18-3660-49270,NA,Verona_1
Victoria,48.18883,-79.88236,17-5829-53372,Victoria,48.18444444,-79.88444444,17-5829-53372,NA,Victoria_1
Victoria,49.62381,-91.54686,15-6048-54975,Victoria,49.62305556,-91.54888889,15-6048-54975,NA,Victoria_2
Vista,49.06245,-93.08016,15-4943-54343,Vista,49.06361111,-93.07833333,15-4943-54343,NA,Vista_1
Wabagishik,46.29283,-81.58644,17-4549-51263,Wabagishik,46.29083333,-81.58555556,17-4549-51263,NA,Wabagishik_1
Wabakimi,50.64342,-89.78198,16-3020-56135,Wabakimi,50.64138889,-89.80027778,16-3020-56135,NA,Wabakimi_1
Wabaskang,50.38864,-93.22539,15-4880-55820,Wabaskang,50.39194444,-93.16861111,15-4880-55820,NA,Wabaskang_1
Wabatongushi,48.46364,-84.23041,16-7050-53715,Wabatongushi,48.46527778,-84.22694444,16-7050-53715,NA,Wabatongushi_1
Wabigoon,47.67774,-84.67689,16-6746-52826,Wabigoon,47.67527778,-84.67333333,16-6746-52826,NA,Wabigoon_1
Wabigoon,49.73222,-92.72928,15-5203-55093,Wabigoon,49.73805556,-92.71861111,15-5203-55093,NA,Wabigoon_2
Wabindon,48.15543,-90.21026,15-7076-53374,Wabindon,48.1575,-90.20888889,15-7076-53374,NA,Wabindon_1
Wabinosh,50.08021,-88.98877,16-3576-55491,Wabinosh,50.07916667,-88.99027778,16-3576-55491,NA,Wabinosh_1
Wakami,47.48206,-82.84313,17-3606-52610,Wakami,47.48944444,-82.85083333,17-3606-52610,NA,Wakami_1
Wakomata,46.57189,-83.36057,17-3191-51595,Wakomata,46.56694444,-83.36083333,17-3191-51595,NA,Wakomata_1
Walker,46.1992,-81.50973,17-4608-51161,Walker,46.19944444,-81.50833333,17-4608-51161,NA,Walker_1
Walotka,49.04481,-89.07437,16-3483-54344,Walotka,49.04555556,-89.07638889,16-3483-54344,NA,Walotka_1
Wapageisi,49.32443,-92.35219,15-5472-54633,Wapageisi,49.32222222,-92.35055556,15-5472-54632,NA,Wapageisi_1
Wapesi,50.54216,-92.33631,15-5464-56006,Wapesi,50.5575,-92.34527778,15-5464-56006,NA,Wapesi_1
Wapikaimaski,50.06193,-90.1059,15-7048-55476,Wapikaimaski,50.04777778,-90.13916667,15-7048-55476,NA,Wapikaimaski_1
Ward,46.98394,-83.78715,17-2880-52069,Ward,46.98388889,-83.78722222,17-2880-52069,NA,Ward_1
Wasaksina,46.935,-79.89212,17-5842-51980,Wasaksina,46.93194444,-79.89444444,17-5842-51980,NA,Wasaksina_1
Wasaw,48.7446,-93.57514,15-4579-53993,Wasaw,48.74694444,-93.5725,15-4579-53993,NA,Wasaw_1
Wasi,46.13849,-79.22591,17-6371-51109,Wasi,46.13972222,-79.22444444,17-6371-51109,NA,Wasi_1
Wasicho,49.43254,-80.1837,17-5590-54756,Wasicho,49.43222222,-80.18694444,17-5590-54756,NA,Wasicho_1
Watabeag,48.24705,-80.55577,17-5314-53425,Watabeag,48.23694444,-80.57694444,17-5314-53425,NA,Watabeag_1
Watershed,48.5347,-90.54017,15-6815-53784,Watershed,48.53444444,-90.54111111,15-6815-53784,NA,Watershed_1
Wavell,51.5779,-92.69876,15-5209-57140,Wavell,51.57861111,-92.69777778,15-5209-57140,NA,Wavell_1
Wawa,48.01285,-84.72161,16-6699-53200,Wawa,48.01277778,-84.72166667,16-6699-53200,NA,Wawa_1
Wawang,49.42645,-90.55214,15-6775-54775,Wawang,49.42638889,-90.55194444,15-6775-54775,NA,Wawang_1
Waweig,50.12945,-89.09663,16-3500-55543,Waweig,50.12361111,-89.09888889,16-3500-55543,NA,Waweig_1
Wawiagama,47.00583,-80.37028,17-5476-52058,Wawiagama,47.00611111,-80.37333333,17-5476-52058,NA,Wawiagama_1
Weaver,49.53029,-90.19699,15-7012-54867,Weaver,49.50111111,-90.22138889,15-7012-54867,NA,Weaver_1
Weese,51.26148,-88.62762,16-3864-56799,Weese,51.26138889,-88.6275,16-3864-56799,NA,Weese_1
Weikwabinonaw,48.32507,-90.37651,15-6958-53562,Weikwabinonaw,48.33055556,-90.35888889,15-6957-53562,NA,Weikwabinonaw_1
Wenasaga,50.72869,-93.15031,15-4894-56194,Wenasaga,50.72861111,-93.15,15-4894-56194,NA,Wenasaga_1
Wenebegon,47.38611,-83.09145,17-3416-52510,Wenebegon,47.395,-83.09888889,17-3416-52510,NA,Wenebegon_1
Weslemkoon,45.02704,-77.4237,18-3085-49890,Weslemkoon,45.03055556,-77.43111111,18-3085-49890,NA,Weslemkoon_1
West Kabenung,48.2603,-85.04903,16-6450-53469,West Kabenung,48.26055556,-85.04583333,16-6450-53469,NA,West Kabenung_1
Whiskey,46.43411,-82.34418,17-3974-51436,Whiskey,46.43972222,-82.33555556,17-3974-51435,NA,Whiskey_1
White,48.78835,-85.61725,16-6003-54025,White,48.76944444,-85.63555556,16-6003-54025,NA,White_1
White,45.29792,-76.51851,18-3808-50183,White,45.31,-76.52027778,18-3808-50183,NA,White_2
White Otter,49.4723,-85.54923,16-6053-54810,White Otter,49.47472222,-85.54694444,16-6053-54810,NA,White Otter_1
White Otter,49.09057,-91.86311,15-5816-54402,White Otter,49.11111111,-91.88138889,15-5816-54402,NA,White Otter_2
White Pine,47.28201,-80.83063,17-5128-52363,White Pine,47.28194444,-80.83083333,17-5128-52363,NA,White Pine_1
Whitefish,48.00938,-84.47039,16-6898-53236,Whitefish,48.03972222,-84.45305556,16-6898-53236,NA,Whitefish_1
Whitefish,49.78718,-95.03457,15-3532-55170,Whitefish,49.78916667,-95.03944444,15-3532-55170,NA,Whitefish_2
Whitefish,48.22119,-90.00085,16-2773-53446,Whitefish,48.21722222,-89.99861111,16-2773-53446,NA,Whitefish_3
Whitefish,48.37969,-90.68675,15-6707-53610,Whitefish,48.38111111,-90.695,15-6707-53610,NA,Whitefish_4
Whitefish,44.51719,-76.23477,18-4014-49297,Whitefish,44.51583333,-76.24,18-4014-49297,NA,Whitefish_5
Whitemud,50.8448,-92.73259,15-5192-56320,Whitemud,50.84166667,-92.72777778,15-5192-56320,NA,Whitemud_1
Whiterock,49.86702,-91.24927,15-6259-55257,Whiterock,49.87222222,-91.24833333,15-6259-55257,NA,Whiterock_1
Whitewater,46.53339,-81.14176,17-4891-51531,Whitewater,46.53333333,-81.14194444,17-4891-51531,NA,Whitewater_1
Whitewater,49.53029,-92.62148,15-5275-54864,Whitewater,49.53194444,-92.62055556,15-5275-54864,NA,Whitewater_2
Wideman,48.68394,-88.76817,16-3699-53936,Wideman,48.68416667,-88.76722222,16-3699-53936,NA,Wideman_1
Wig,49.38507,-87.24311,16-4824-54701,Wig,49.385,-87.24305556,16-4824-54701,NA,Wig_1
Hunters,48.68849,-88.73973,16-3724-53935,NA,48.69,-88.7375,16-3715-53932,Need to check. In same lake as Elbow,Hunters_1
Jacks,45.6908,-77.48759,18-3066-50616,NA,45.68916667,-77.49388889,18-3058-50623,"Match, different basins?",Jacks_2
Wawa,50.31715,-82.14715,17-4169-55743,NA,50.31333333,-82.14444444,17-4185-55739,Match,Wawa_2
