BsM_Cycle,Region,FMZ,waterbodyID,lakeName,BsM_ProjectName,Target Species,lat,long,dateSample,DD5 8110,Air Temp 8110,Lake Selection,surfaceArea,meanDepth,maxDepth,lakeVolume,yearSample,monthSample,daySample,Temperature/DO Sample Dates,Large and Small Mesh Netting Sample Dates
3,NA,4,15-4269-56605,Hammell L.,NA, Lake Trout,51.09368,-94.0448,,1523,1.5,Trend,831.4,9.6,24.4,80267801.4,2022,8,16,16-Aug-22,"16-Aug-22, 17-Aug-22, 18-Aug-22, 19-Aug-22"
3,NA,4,15-5970-55554,Botsford L.,NA, Walleye,50.13856,-91.6591,23-May-22,1603,2.1,Trend,1472.6,6.7,24,99070208.44,2022,8,8,08-Aug-22,"08-Aug-22, 09-Aug-22, 10-Aug-22, 11-Aug-22"
3,NA,4,15-6321-55100,Crystal L.,NA, Walleye,49.72882,-91.1675,25-May-22,1546,2.1,Trend,115.8,1.9,4.6,2260999.97,2022,8,7,07-Aug-22,"07-Aug-22, 08-Aug-22"
3,NA,4,15-4674-55871,Anishinabi L.,NA, Lake Trout,50.43988,-93.44327,,1607,2.3,Trend,3295.5,32,88.8,1054920946,2022,8,5,05-Aug-22,"05-Aug-22, 06-Aug-22, 07-Aug-22, 08-Aug-22"
3,NA,4,15-5605-56599,Jeanette L.,NA, Walleye,51.0898,-92.13638,,1507,1.4,Trend,1580.7,4.3,12.5,74527601.21,2022,8,5,05-Aug-22,"05-Aug-22, 06-Aug-22, 07-Aug-22, 08-Aug-22, 09-Aug-22"
3,NA,4,15-4455-55462,Big Canon L.,NA, Lake Trout,50.06847,-93.75888,26-May-22,1690,2.8,Trend,2089.2,21.6,63,451307120.9,2022,8,4,04-Aug-22,"03-Aug-22, 04-Aug-22, 05-Aug-22"
3,NA,4,15-4642-55404,Eye L.,NA, Walleye,50.01584,-93.50594,26-May-22,1679,2.7,Trend,130.4,4.2,7.2,5498300.19,2022,7,27,27-Jul-22,"25-Jul-22, 26-Jul-22"
3,NA,4,15-5282-55495,Mold L.,NA, Lake Trout,50.09953,-92.6059,23-May-22,1638,2.4,Trend,48,7.3,17,3542187.36,2022,7,26,26-Jul-22,"26-Jul-22, 27-Jul-22"
3,NA,4,15-5606-56722,Hailstone L.,NA, Walleye,51.20038,-92.1061,,1494,1.3,Trend,515.2,1.6,14,8763335.91,2022,7,18,18-Jul-22,"18-Jul-22, 19-Jul-22"
3,NA,4,15-4784-56717,Trout L.,NA, Lake Trout,51.19868,-93.30949,,1497,1.4,Trend,34518.2,13.7,47.3,4768545020,2022,7,15,15-Jul-22,"14-Jul-22, 15-Jul-22, 16-Jul-22, 17-Jul-22, 18-Jul-22, 19-Jul-22"
3,NA,4,15-4741-57335,Silcox L.,NA, Walleye,51.75362,-93.37461,22-May-22,1445,0.8,Trend,873.9,3.2,6.1,28328635.25,2022,7,14,14-Jul-22,"14-Jul-22, 15-Jul-22"
3,NA,7,16-5188-55331,Burrows L.,NA, Walleye,49.9523,-86.73837,,1336,0.7,Trend,1758.5,2.9,18.3,51077703.1,2022,7,8,08-Jul-22,"06-Jul-22, 07-Jul-22, 08-Jul-22, 09-Jul-22, 10-Jul-22"
3,NA,4,15-5179-56721,Woman L.,NA, Lake Trout,51.20095,-92.75446,22-May-22,1498,1.4,Trend,1929.4,10.2,34,197457762,2022,7,3,03-Jul-22,"03-Jul-22, 04-Jul-22, 05-Jul-22, 06-Jul-22"
3,NA,5,15-6263-53964,Crystal L.,NA, Lake Trout,48.7076,-91.27802,,1557,2.8,Trend,623.9,15.9,47,99948942.89,2022,6,22,22-Jun-22,"16-Jun-22, 17-Jun-22, 18-Jun-22, 19-Jun-22, 20-Jun-22, 21-Jun-22"
3,NA,4,15-4131-55595,Big Fox L.,NA, Walleye,50.17355,-94.19317,26-May-22,1700,2.8,Trend,1624.3,7.8,33.7,127065980,2022,6,20,20-Jun-22,"18-Jun-22, 19-Jun-22, 20-Jun-22"
3,NA,5,15-4606-55329,Edward L.,NA, Walleye,49.9464,-93.55602,26-May-22,1689,2.8,Trend,534.3,3.4,7.9,18230800.93,2022,6,19,19-Jun-22,"18-Jun-22, 19-Jun-22, 20-Jun-22, 21-Jun-22"
3,NA,4,15-4305-55763,Tide L.,NA, Walleye,50.33775,-93.98355,26-May-22,1657,2.5,Trend,1373.8,10.6,30.5,143121200,2022,6,17,17-Jun-22,"15-Jun-22, 16-Jun-22"
3,NA,5,15-4216-54977,Andy L.,NA, Walleye,49.62961,-94.08984,,1753,3.2,Trend,162.7,6,14.6,9786000.37,2022,6,16,16-Jun-22,"13-Jun-22, 14-Jun-22, 15-Jun-22"
3,NA,4,15-5735-55360,Minnitaki L.,NA, Walleye,49.97183,-91.95802,23-May-22,1631,2.3,Trend,17508.9,12.2,44,2128401752,2022,6,3,03-Jun-22,"01-Jun-22, 02-Jun-22, 03-Jun-22, 04-Jun-22, 05-Jun-22"
3,NA,4,15-5765-55453,Abram L.,NA, Walleye,50.05909,-91.92916,23-May-22,1630,2.2,Trend,2438.5,13.4,40,325790362.5,2022,6,2,02-Jun-22,"01-Jun-22, 02-Jun-22, 03-Jun-22, 04-Jun-22, 05-Jun-22, 31-May-22"
3,NA,7,16-4548-54782,Parks L.,NA, Walleye,49.45125,-87.64326,,1355,1.6,Trend,1337.8,2.8,21.4,44097200,2021,9,7,07-Sep-21,"07-Sep-21, 08-Sep-21, 09-Sep-21"
3,NA,4,15-6217-56090,Carling L.,NA, Lake Trout,50.6223,-91.28022,,1524,1.5,Trend,1555.6,8.8,40.9,130996800.7,2021,8,30,30-Aug-21,"01-Sep-21, 27-Aug-21, 28-Aug-21, 29-Aug-21, 30-Aug-21, 31-Aug-21"
3,NA,4,15-5192-56320,Whitemud L.,NA, Walleye,50.8448,-92.73259,22-May-22,1537,1.8,Trend,1241.4,4.7,15.6,57701895.36,2021,8,30,30-Aug-21,"30-Aug-21, 31-Aug-21"
3,NA,6,16-3657-54310,Little Moraine L.,NA, Lake Trout,49.01989,-88.83585,,1436,2.6,Trend,234.1,13.2,32,30973474.07,2021,8,27,27-Aug-21,"26-Aug-21, 27-Aug-21, 28-Aug-21"
3,NA,7,16-4420-54651,Barbara L.,NA, Lake Trout,49.34384,-87.80103,,1364,1.9,Trend,2348,14,54.9,329108650.6,2021,8,25,25-Aug-21,"25-Aug-21, 26-Aug-21, 27-Aug-21, 28-Aug-21, 30-Aug-21, 31-Aug-21"
3,NA,6,15-7019-53947,Kabaigon L.,NA,,48.6744,-90.25679,,,,Supplemental,138.2,,,,2021,8,20,20-Aug-21,"17-Aug-21, 18-Aug-21, 19-Aug-21"
3,NA,5,15-6493-54089,Union L.,NA, Walleye,48.82795,-90.97053,,1508,2.5,Trend,278.5,3.8,14,10575302.02,2021,8,19,19-Aug-21,"17-Aug-21, 18-Aug-21, 19-Aug-21"
3,NA,4,15-6908-56374,McCrea L.,NA, Walleye,50.85869,-90.28963,,1436,1,Trend,4013.9,6.5,49.7,260875724.9,2021,8,18,18-Aug-21,"15-Aug-21, 16-Aug-21, 17-Aug-21"
3,NA,5,15-5670-54304,Grey Trout L.,NA, Lake Trout,49.0294,-92.07951,,1624,2.9,Trend,1333.2,17,48.8,220626008.3,2021,8,18,18-Aug-21,"16-Aug-21, 17-Aug-21, 18-Aug-21, 19-Aug-21"
3,NA,6,15-6804-53764,Squeers L.,NA,,48.51628,-90.55746,,1466,2.5,Supplemental,369.6,11.5,33.6,44171500.7,2021,8,15,15-Aug-21,"12-Aug-21, 13-Aug-21, 14-Aug-21"
3,NA,5,15-5755-54281,Clearwater West L.,NA, Lake Trout,49.00747,-91.98602,,1618,2.9,Trend,3598.8,27.2,73.2,983151001.5,2021,8,14,14-Aug-21,"13-Aug-21, 14-Aug-21, 15-Aug-21, 16-Aug-21"
3,NA,4,15-7043-56488,Greenbush L.,NA, Walleye,50.95093,-90.10466,27-May-19,1420,0.9,Trend,2926.6,2.1,10,60282599.31,2021,8,13,13-Aug-21,"12-Aug-21, 13-Aug-21"
3,NA,7,16-4995-54471,Catlonite L.,NA, Brook Trout,49.17841,-87.00698,12-Jun-22,1286,1.7,Trend,325.7,11,35.1,35882000,2021,8,8,08-Aug-21,"08-Aug-21, 11-Aug-21, 12-Aug-21"
3,NA,4,15-4470-55367,Canyon L.,NA, Walleye,49.9888,-93.68699,,1699,2.9,Trend,1697.9,6.8,19.8,115681599.9,2021,8,6,06-Aug-21,"05-Aug-21, 06-Aug-21"
3,NA,5,15-6383-54085,Mercutio L.,NA, Walleye,48.80983,-91.09871,,1533,2.6,Trend,1668.8,4.9,15.3,72181900.21,2021,8,6,06-Aug-21,"05-Aug-21, 06-Aug-21, 07-Aug-21, 08-Aug-21, 09-Aug-21"
3,NA,6,15-7019-53947,Kabaigon L.,NA,,48.6744,-90.25679,,,,Supplemental,138.2,,,,2021,7,30,30-Jul-21,"26-Jul-21, 27-Jul-21, 28-Jul-21, 29-Jul-21"
3,NA,4,15-5752-55022,Unnamed L. (FMZ04_01),NA, Walleye,49.66803,-91.95766,25-May-22,1626,2.5,Trend,64.3,2.8,5.5,1816290.24,2021,7,27,27-Jul-21,26-Jul-21
3,NA,5,15-5503-54708,Stormy L.,NA, Lake Trout,49.39447,-92.34669,24-May-22,1643,2.7,Trend,3432.5,12.6,36.6,434985452.6,2021,7,27,27-Jul-21,"26-Jul-21, 27-Jul-21, 28-Jul-21"
3,NA,5,15-6076-54043,Rawn Re.,NA, Walleye,48.78507,-91.53701,,1600,2.9,Trend,209.6,4.2,16,8937599.72,2021,7,26,26-Jul-21,"26-Jul-21, 27-Jul-21, 28-Jul-21"
3,NA,6,16-4013-54584,Cox L.,NA,,49.27195,-88.35773,,,,Supplemental,217.5,,,,2021,7,26,26-Jul-21,"26-Jul-21, 27-Jul-21, 28-Jul-21"
3,NA,6,16-4000-54670,Oskawe L.,NA,,49.34929,-88.37581,,1413,2.3,Supplemental,563.7,6.2,18,34925820.54,2021,7,26,26-Jul-21,"26-Jul-21, 27-Jul-21, 28-Jul-21"
3,NA,6,16-3700-54335,Cliff L.,NA, Lake Trout,49.04188,-88.77821,,1436,2.6,Trend,41.1,5.4,12,2316600.12,2021,7,21,21-Jul-21,"13-Jul-21, 14-Jul-21"
3,NA,5,15-6345-54482,Scotch L.,NA, Walleye,49.15786,-91.17121,,1533,2.4,Trend,1254.4,9.2,27.8,118827195.3,2021,7,20,20-Jul-21,"19-Jul-21, 20-Jul-21"
3,NA,7,16-4688-55390,Onaman L.,NA, Walleye,50.00783,-87.44852,,1349,0.9,Trend,11061.8,2.2,18.9,238436005.2,2021,7,19,19-Jul-21,"10-Jul-21, 18-Jul-21, 19-Jul-21, 20-Jul-21"
3,NA,4,15-5213-56724,Premier L.,NA, Lake Trout,51.20424,-92.69474,22-May-22,1498,1.4,Trend,152.2,8.4,24,12845044.35,2021,7,18,18-Jul-21,"17-Jul-21, 18-Jul-21"
3,NA,4,15-5210-56629,Confederation L.,NA, Lake Trout,51.11521,-92.67556,22-May-22,1506,1.5,Trend,2606.2,8.3,32.3,346466891.8,2021,7,14,14-Jul-21,"14-Jul-21, 15-Jul-21, 16-Jul-21"
3,NA,5,15-5320-54970,Dinorwic L.,NA, Walleye,49.62051,-92.56305,24-May-22,1659,2.7,Trend,5007.5,3.8,10,192124519.7,2021,7,14,14-Jul-21,"16-Jul-21, 17-Jul-21, 18-Jul-21, 19-Jul-21"
3,NA,5,15-5124-54968,Dore L.,NA, Walleye,49.61582,-92.83074,24-May-22,1671,2.7,Trend,965.2,8.7,24.4,86808597.03,2021,7,14,14-Jul-21,"14-Jul-21, 15-Jul-21, 16-Jul-21, 17-Jul-21, 18-Jul-21"
3,NA,5,15-5203-55093,Wabigoon L.,NA, Walleye,49.73222,-92.72928,24-May-22,1665,2.6,Trend,10365.8,6.5,15,674349995,2021,7,14,14-Jul-21,"14-Jul-21, 15-Jul-21, 16-Jul-21"
3,NA,7,16-4457-54868,Bigamy L.,NA, Brook Trout,49.53574,-87.75902,,1366,1.6,Trend,36.3,2.4,10,873848.89,2021,7,13,13-Jul-21,"13-Jul-21, 14-Jul-21"
3,NA,7,16-4802-54273,Big Duck L.,NA, Brook Trout,49.00063,-87.27033,12-Jun-22,,,Trend,224,,,,2021,7,11,11-Jul-21,"08-Jul-21, 09-Jul-21, 10-Jul-21, 11-Jul-21"
3,NA,4,15-5974-55920,Tully L.,NA, Lake Trout,50.47548,-91.63028,,,,Trend,1131.6,,,,2021,7,8,08-Jul-21,"07-Jul-21, 08-Jul-21"
3,NA,4,15-5946-55139,Kukukus L.,NA, Walleye,49.7724,-91.68396,25-May-22,1606,2.3,Trend,4167.7,5,19.5,206439990.2,2021,7,5,05-Jul-21,"02-Jul-21, 03-Jul-21, 04-Jul-21, 05-Jul-21"
3,NA,4,15-5556-55428,Big Vermilion L.,NA, Lake Trout,50.04484,-92.20826,23-May-22,1636,2.3,Trend,6900.5,12.6,41,871168593.9,2021,7,3,03-Jul-21,"03-Jul-21, 04-Jul-21, 05-Jul-21, 06-Jul-21, 07-Jul-21"
3,NA,4,15-4589-56848,Coli L.,NA, Walleye,51.31536,-93.59007,,1488,1.3,Trend,2114.2,2.5,9.2,53147497.56,2021,6,22,22-Jun-21,"21-Jun-21, 22-Jun-21, 23-Jun-21"
3,NA,4,15-6300-55346,Penassi L.,NA, Walleye,49.95125,-91.19549,23-May-22,1553,2,Trend,1446.1,6.6,27.1,95125801.85,2021,6,22,22-Jun-21,"20-Jun-21, 21-Jun-21, 22-Jun-21, 23-Jun-21"
3,NA,5,15-5172-54948,Godson L.,NA, Walleye,49.60903,-92.76425,24-May-22,1668,2.7,Trend,259.5,3,6.1,7848000.18,2021,6,22,22-Jun-21,"21-Jun-21, 22-Jun-21, 23-Jun-21"
3,NA,6,16-3708-54345,Pringle L.,NA, Lake Trout,49.05233,-88.76841,,1435,2.6,Trend,179.3,10.2,29,18295555.29,2021,6,21,21-Jun-21,"21-Jun-21, 22-Jun-21, 23-Jun-21"
3,NA,4,15-4602-55724,Sup L.,NA, Walleye,50.30519,-93.55796,26-May-22,1638,2.5,Trend,675.8,8.1,19.2,55007100.61,2021,6,20,20-Jun-21,"16-Jun-21, 17-Jun-21, 18-Jun-21, 19-Jun-21, 20-Jun-21"
3,NA,5,15-5221-54041,Little Turtle L.,NA, Walleye,48.78047,-92.68563,,1640,3.1,Trend,2305.7,3.6,9.2,80099997.88,2021,6,20,20-Jun-21,"20-Jun-21, 21-Jun-21, 22-Jun-21"
3,NA,7,16-4882-55089,Wildgoose L.,NA, Walleye,49.72631,-87.17505,,1350,0.9,Trend,1717.1,3.6,15.9,62586000,2021,6,20,20-Jun-21,"20-Jun-21, 21-Jun-21, 22-Jun-21, 23-Jun-21, 24-Jun-21"
3,NA,4,15-4414-56807,Little Vermilion L.,NA, Walleye,51.26224,-93.83115,,1498,1.3,Trend,5489.1,3.4,8.5,191637602.1,2021,6,19,19-Jun-21,"17-Jun-21, 18-Jun-21, 19-Jun-21"
3,NA,4,15-5826-54970,Gustauson L.,NA, Lake Trout,49.62257,-91.85843,25-May-22,1617,2.5,Trend,143.8,8.9,24,12887720.58,2021,6,17,17-Jun-21,"16-Jun-21, 17-Jun-21, 18-Jun-21"
3,NA,5,15-5236-53978,Bad Vermilion L.,NA, Walleye,48.72571,-92.68243,,1639,3.1,Trend,1788.5,17,49.4,308226995.9,2021,6,16,16-Jun-21,"16-Jun-21, 17-Jun-21, 18-Jun-21"
3,NA,4,15-4172-56262,Longlegged L.,NA, Walleye,50.78395,-94.17453,21-May-19,1580,2,Trend,6760.3,8.9,35.4,615479473.6,2021,6,8,08-Jun-21,"08-Jun-21, 09-Jun-21, 10-Jun-21, 11-Jun-21"
3,NA,4,15-6217-55096,Wintering L.,NA, Walleye,49.72761,-91.31415,25-May-22,1564,2.2,Trend,1654.2,5.3,15.9,90534600.67,2021,6,8,08-Jun-21,"08-Jun-21, 09-Jun-21, 10-Jun-21, 11-Jun-21"
3,NA,5,15-3726-54565,"of the Woods, L.",NA, Walleye,49.32857,-94.50117,15-May-18,,,Trend - nonrandom,219338.4,,,,2019,9,11,11-Sep-19,"09-Sep-19, 10-Sep-19, 11-Sep-19"
3,NA,6,16-3699-53994,Mackenzie L.,NA, Brook Trout,48.73581,-88.76982,,1431,2.9,Trend,53.7,,,,2019,9,1,01-Sep-19,"29-Jul-19, 30-Jul-19, 31-Jul-19"
3,NA,4,15-5463-55189,Big Sandy L.,NA, Lake Trout,49.82359,-92.36295,21-May-19,1647,2.5,Trend,3808.1,20.3,41,775500560.9,2019,8,30,30-Aug-19,"26-Aug-19, 27-Aug-19, 28-Aug-19, 29-Aug-19, 30-Aug-19"
3,NA,5,15-3726-54565,"of the Woods, L.",NA, Walleye,49.32857,-94.50117,,,,Trend - nonrandom,219338.4,,,,2019,8,29,29-Aug-19,"27-Aug-19, 28-Aug-19"
3,NA,5,15-3726-54565,"of the Woods, L.",NA, Walleye,49.32857,-94.50117,,,,Trend - nonrandom,219338.4,,,,2019,8,25,25-Aug-19,"24-Aug-19, 25-Aug-19"
3,NA,6,15-6804-53764,Squeers L.,NA,,48.51628,-90.55746,,1466,2.5,Supplemental,369.6,11.5,33.6,44171500.7,2019,8,25,25-Aug-19,"22-Aug-19, 23-Aug-19, 24-Aug-19"
3,NA,4,15-6090-55164,Press L.,NA, Walleye,49.79986,-91.50461,25-May-22,1585,2.2,Trend,3645.8,5.6,22,202602391.1,2019,8,19,19-Aug-19,"16-Aug-19, 17-Aug-19, 18-Aug-19, 19-Aug-19"
3,NA,4,15-6895-56512,Pashkokogan L.,NA, Walleye,50.98287,-90.30102,27-May-19,1434,0.9,Trend,5508.4,3,14.9,198191997.1,2019,8,17,17-Aug-19,"17-Aug-19, 18-Aug-19"
3,NA,4,15-5802-54916,Mud L.,NA, Walleye,49.57403,-91.89103,25-May-22,1618,2.5,Trend,128,4.7,10.3,5710499.77,2019,8,16,16-Aug-19,"16-Aug-19, 17-Aug-19, 18-Aug-19"
3,NA,4,15-6825-55952,Savant L.,NA, Walleye,50.4823,-90.42741,27-May-19,1460,1.4,Trend,12524,7.9,53,951262696.1,2019,8,15,15-Aug-19,"10-Aug-19, 11-Aug-19, 12-Aug-19, 13-Aug-19, 14-Aug-19"
3,NA,4,15-4335-56548,Red L.,NA, Walleye,51.06421,-93.95704,21-May-19,1523,1.5,Trend,16392.8,12.2,42,1998053907,2019,8,13,13-Aug-19,"11-Aug-19, 12-Aug-19, 13-Aug-19"
3,NA,4,15-5085-55575,Thaddeus L.,NA, Walleye,50.17463,-92.89251,21-May-19,1635,2.4,Trend,1566.4,8.5,16.2,132600000,2019,8,13,13-Aug-19,"10-Aug-19, 11-Aug-19, 12-Aug-19, 13-Aug-19, 14-Aug-19"
3,NA,4,15-6378-55460,Gibraltar L.,NA, Walleye,50.0521,-91.07599,23-May-22,1540,1.9,Trend,109.3,2,3,2223999.94,2019,8,12,12-Aug-19,"12-Aug-19, 13-Aug-19"
3,NA,4,15-5413-55979,Birmingham L.,NA, Walleye,50.52717,-92.41983,,1580,2,Trend,267.5,3.5,6,9330207.95,2019,8,9,09-Aug-19,"09-Aug-19, 10-Aug-19"
3,NA,4,15-4567-56470,Gullrock L.,NA, Walleye,50.96114,-93.64489,21-May-19,1524,1.6,Trend,6867.3,7.6,16,522948998.1,2019,8,9,09-Aug-19,"09-Aug-19, 10-Aug-19"
3,NA,6,16-3718-54003,Clegge L.,NA, Brook Trout,48.74428,-88.7448,,,,Trend,20.4,,,,2019,8,9,09-Aug-19,"08-Aug-19, 09-Aug-19, 10-Aug-19"
3,NA,4,15-6048-54975,Victoria L.,NA, Lake Trout,49.62381,-91.54686,25-May-22,1589,2.4,Trend,926.2,8.9,28.1,82543383.6,2019,8,1,01-Aug-19,"29-Jul-19, 30-Jul-19, 31-Jul-19"
3,NA,6,16-3593-54568,Muskrat L.,NA, Walleye,49.25292,-88.94318,21-May-18,1429,2.4,Trend,503,4,7.6,2024.32,2019,7,31,31-Jul-19,"29-Jul-19, 30-Jul-19"
3,NA,4,15-5452-56951,Birch L.,NA, Walleye,51.39338,-92.37217,21-May-19,1477,1.1,Trend,11623.4,7.4,37,874916825.7,2019,7,30,30-Jul-19,"01-Aug-19, 29-Jul-19, 30-Jul-19, 31-Jul-19"
3,NA,4,15-5837-55088,Arethusa L.,NA, Walleye,49.71847,-91.86176,23-May-19,1619,2.4,Trend,767.9,6.2,18,48496399.26,2019,7,24,24-Jul-19,"20-Jul-19, 21-Jul-19, 22-Jul-19, 23-Jul-19"
3,NA,6,16-3706-53956,Bisect L.,NA, Brook Trout,48.70281,-88.75896,,1429,2.9,Trend,34.9,5.9,13.1,1740500.03,2019,7,24,24-Jul-19,"22-Jul-19, 23-Jul-19"
3,NA,4,15-6471-56202,Arc L.,NA, Walleye,50.71702,-90.90662,27-May-19,1488,1.3,Trend,596.3,5.7,31,34178029.16,2019,7,20,20-Jul-19,"16-Jul-19, 17-Jul-19, 18-Jul-19"
3,NA,4,15-6617-56410,Bertaud L.,NA, Walleye,50.89944,-90.69978,27-May-19,1465,1.1,Trend,412.6,6.9,24,28814535.02,2019,7,20,20-Jul-19,"20-Jul-19, 21-Jul-19"
3,NA,4,15-6890-55500,Seseganaga L.,NA, Walleye,50.06571,-90.35308,27-May-19,1461,1.6,Trend,10651.1,5.6,42.3,601266411.6,2019,7,20,20-Jul-19,"17-Jul-19, 18-Jul-19, 19-Jul-19"
3,NA,4,15-3754-55732,Umfreville L.,NA, Walleye,50.32297,-94.83832,21-May-19,1695,2.7,Trend,14044.9,15.7,46.3,2222671943,2019,7,20,20-Jul-19,"20-Jul-19, 21-Jul-19, 22-Jul-19"
3,NA,4,15-6742-56100,Fitchie L.,NA, Walleye,50.61813,-90.53714,27-May-19,1465,1.3,Trend,1147.7,4.6,19.2,50397597.83,2019,7,19,19-Jul-19,"16-Jul-19, 17-Jul-19, 18-Jul-19"
3,NA,6,16-3647-54369,Forbes L.,NA, Brook Trout,49.07171,-88.85291,,,,Trend,9,,,,2019,7,18,18-Jul-19,16-Jul-19
3,NA,4,15-6143-55885,Bury L.,NA, Walleye,50.43634,-91.3911,27-May-19,1550,1.7,Trend,473.8,6.9,17,33271801.3,2019,7,11,11-Jul-19,"08-Jul-19, 09-Jul-19, 10-Jul-19, 11-Jul-19"
3,NA,4,15-6889-55829,Smye L.,NA, Walleye,50.3698,-90.34435,27-May-19,1457,1.4,Trend,283.6,2.9,21.1,8163500.27,2019,7,11,11-Jul-19,"08-Jul-19, 09-Jul-19, 10-Jul-19"
